Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,Marital Status,Children,Housing,Other Pets,NumPets,Gender,Specie,Chip,Sex,Race,Age,State,AnimalShelter
PublicationAdoption,Fred,Pakistan,Murcia,Arcos de la Frontera,53331,4552,1677,1478,1397,1226,12,Ingeniero,Tecnología y protección del medio ambiente,,12,detached house,snake,10,female,turtles,unknown,intact_female,Pintada,10,unknown,animalshelter
AnimalAdoption,Mark,Nicaragua,Burgos,Pola de Siero,43695,2623,236,1275,1112,1372,94,Secretaria,Psicología,single,12,duplex,,17,,dog,no,unknow,Hokkaido,4,other,animalshelter
Animal,Lea,Paraguay,Guadalajara,Don Benito,86960,3550,1439,1000,1111,1155,33,Psicólogo,Administración y gestión de empresas,single,8,detached house,hamster,17,female,cat,unknown,intact_male,Somali,2,adopted,animalshelter
Pages,Ron,Guatemala,Córdoba,Mérida,66806,3128,1293,521,1314,362,83,Computista,Tecnologías de la información y comunicación,relationship,12,flat,dog,1,other,,,,,0,,
Animal,Benjamin,Mexico,Fuerteventura,Gijón,93846,862,252,162,448,1118,10,Politólogo,Trabajo y atención social,married,19,detached house,several,14,other,other,yes,intact_female,Alvera,9,foster,animalshelter
Pages,Dorothy,Peru,La Palma,Baza,35698,1245,778,3,464,166,13,Computista,Psicología,separated,0,ground floor,cat,0,male,,,,,0,,
AnimalAdoption,Patrick,Malta,Fuerteventura,Getafe,44025,2802,1140,581,1081,1977,19,Bibliotecólogo,Tecnología y protección del medio ambiente,single,15,quadplex,bunny,7,male,hamster,,neutered_female,Sirio,13,dead,animalshelter
AnimalAdoption,Donn,Pakistan,Castellón,Peñarroya-Pueblonuevo,39045,2071,348,130,1593,1237,94,Secretaria,Negocios y comercio,married,4,detached house,cat,16,other,bunny,,castrated_male,Cabeza de leon,9,unknown,animalshelter
PublicationAdoption,Philip,Paraguay,Segovia,Marchena,55761,2406,1781,258,367,182,71,Biólogo,Tecnologías de la información y comunicación,relationship,3,detached house,bunny,6,,snake,no,castrated_male,Mamba,14,dead,animalshelter
PublicationAdoption,Brandon,Republica de Irlanda,La Rioja,Castile–La Mancha,87182,3907,887,1108,1912,437,1,Arquitecto,Ingeniería Informatica,divorced,20,flat,other,6,nobinary,snake,unknown,neutered_female,Anaconda,1,foster,animalshelter
Pages,Hector,India,Zaragoza,Guadix,71024,2120,867,268,985,623,88,Psicólogo,Derecho,separated,15,terraced house,several,6,other,,,,,0,,
PublicationAdoption,Larry,Francia,Alicante,Cáceres,50075,1977,255,1470,252,1800,79,Mecánico,"Negocios y administración, programas multidisciplinarios o generales",,5,detached house,cat,19,,hamster,unknown,unknow,Chino,11,other,animalshelter
Pages,Floyd,Guinea Ecuatorial,Burgos,Mieres,54007,2904,1444,49,1411,261,57,Abogado,Ciencias políticas,single,15,triplex,cat,5,,,,,,0,,
Pages,Brittny,Mexico,Ceuta,Puerto Real,78153,1727,1485,19,223,688,43,Cocinero,Mercadotecnia y publicidad,single,19,triplex,cat,2,,,,,,0,,
Pages,Constance,Bolivia,Menorca,Toro,71656,3984,1934,1304,746,261,56,Sociólogo,Mercadotecnia y publicidad,separated,16,semi-detached house,several,19,female,,,,,0,,
AnimalAdoption,Joshua,Guinea Ecuatorial,Formentera,Palma,46017,3873,1927,1434,512,932,77,Paleontólogo,Ingeniería Informatica,separated,11,duplex,hamster,2,other,other,unknown,intact_male,Duroc,1,dead,animalshelter
Animal,Adriana,Alemania,Santa Cruz de Tenerife,Teruel,66346,2086,759,724,603,1056,46,Matemático,Tecnología y protección del medio ambiente,separated,11,duplex,snake,18,other,turtles,,intact_female,Caja de florida,10,foster,animalshelter
AnimalShelter,Michelle,Chile,Lugo,Guernica,54441,2262,1109,181,972,1760,97,Paramédico,Ciencias políticas,separated,13,attic,dog,11,male,turtles,no,castrated_male,Caja de florida,18,foster,animalshelter
Pages,Kristie,Cuba,Ceuta,Cieza,80119,3905,1397,1361,1147,683,52,Electricista,Ingeniería Informatica,,18,loft,cat,17,female,,,,,0,,
Pages,Gwen,Republica Dominicana,Formentera,Plasencia,25754,2331,836,1361,134,709,24,Carpintero,Trabajo y atención social,relationship,9,,hamster,7,,,,,,0,,
PublicationAdoption,Frances,Reino Unido,Ceuta,Huesca,85151,2701,673,1537,491,889,24,Sociólogo,Mercadotecnia y publicidad,married,10,duplex,,9,female,snake,,intact_female,Anaconda,18,unknown,animalshelter
Animal,Kim,Francia,Pontevedra,Pontevedra,74142,1906,679,826,401,1519,94,Matemático,ESO,single,14,detached house,hamster,7,female,dog,unknown,unknow,Tosa,3,adopted,animalshelter
PublicationAdoption,Michael,Republica Dominicana,La Gomera,Palencia,92887,4885,1577,1885,1423,1864,24,Químico,"Finanzas, banca y seguros",single,17,triplex,snake,18,other,turtles,no,neutered_female,Mapa,11,unknown,animalshelter
Animal,Nina,Guatemala,Lérida,Extremadura,73791,1504,702,203,599,501,59,Politólogo,"Negocios y administración, programas multidisciplinarios o generales",relationship,5,semi-detached house,,0,,other,unknown,castrated_male,Betizu,4,healthy,animalshelter
PublicationAdoption,Janice,Bolivia,A Coruña,Huesca,17841,2090,1067,931,92,26,3,Biólogo,Tecnologías de la información y comunicación,separated,0,,snake,0,male,snake,yes,castrated_male,Cabeza de cobre,14,healthy,animalshelter
PublicationAdoption,Bryan,Bolivia,Cuenca,Guadalajara,57543,3392,476,1306,1610,1495,69,Lavandero,Economía,divorced,9,bungalows,hamster,20,male,snake,no,neutered_female,Culebra,15,vet,animalshelter
PublicationAdoption,Darnell,Chile,Lérida,Gijón,85006,1986,548,878,560,306,36,Cerrajero,"Finanzas, banca y seguros",,7,duplex,other,2,nobinary,cat,no,intact_female,Siberiano,6,foster,animalshelter
AnimalShelter,Dwayne,Uruguay,Zaragoza,Puerto Real,46385,3629,337,1843,1449,1879,88,Lavandero,"Finanzas, banca y seguros",separated,14,loft,snake,19,male,hamster,yes,unknow,Sirio,2,adopted,animalshelter
AnimalShelter,Irene,Peru,Formentera,Granollers,36515,2241,650,14,1577,1135,17,Matemático,Mercadotecnia y publicidad,relationship,1,flat,,7,nobinary,snake,yes,intact_male,Mamba,18,dead,animalshelter
Animal,Christopher,Colombia,Albacete,Sevilla,89714,3667,1203,1077,1387,1164,29,Cerrajero,Administración y gestión de empresas,married,3,duplex,snake,14,,turtles,yes,intact_female,Mapa,3,vet,animalshelter
Pages,Myra,El Salvador,Palencia,Sanlúcar de Barrameda,44321,2280,468,167,1645,152,57,Cocinero,Sociología y antropología,single,12,bungalows,bunny,16,male,,,,,0,,
Animal,Jason,Nicaragua,Sevilla,El Escorial,61381,2583,1448,241,894,1002,77,Geógrafo,Magisterio,separated,16,loft,turtles,7,,hamster,yes,neutered_female,Roborowski,10,foster,animalshelter
AnimalShelter,Patricia,Mexico,Madrid,Extremadura,62228,2376,375,212,1789,189,38,Enfermero,Psicología,separated,2,ground floor with garden,,10,,dog,,neutered_female,Basset Alpino (Alpine Dachsbracke),3,unknown,animalshelter
PublicationAdoption,Debra,España,Alava,Portugalete,18861,2537,797,216,1524,279,67,Carpintero,Bellas artes,relationship,10,detached house,other,14,,dog,,intact_male,Rafeiro do Alentejo,20,foster,animalshelter
PublicationAdoption,Ray,Argentina,Jaén,Ourense,81285,1987,136,1704,147,1975,13,Filólogo,"Negocios y administración, programas multidisciplinarios o generales",divorced,14,quadplex,snake,19,,turtles,yes,intact_female,Rusa,13,vet,animalshelter
Pages,Natalie,Francia,Castellón,Canary Islands,99326,1682,857,787,38,1472,15,Músico,Administración y gestión de empresas,,1,quadplex,other,19,male,,,,,0,,
Pages,Jean,Singapur,Alicante,Bujalance,99143,3055,1499,221,1335,110,98,Botánico,Economía,divorced,3,detached house,dog,9,other,,,,,0,,
AnimalAdoption,Christy,Argentina,Cuenca,Zaragoza,66035,1455,314,1077,64,1748,69,Botánico,Trabajo y atención social,separated,0,loft,turtles,9,,snake,no,neutered_female,Cabeza de cobre,5,foster,animalshelter
Pages,Phoebe,Bolivia,Tenerife,Bilbao,80309,2920,137,1886,897,1060,21,Computista,Magisterio,single,10,loft,,16,male,,,,,0,,
AnimalAdoption,Shirley,Francia,Jaén,Badalona,40672,2590,351,1779,460,1375,85,Cerrajero,Tecnología y protección del medio ambiente,single,6,triplex,other,5,male,snake,unknown,castrated_male,Boa,12,unknown,animalshelter
PublicationAdoption,Ernest,Republica de Irlanda,Málaga,Sabadell,70434,3353,1154,1289,910,1312,50,Botánico,Ingeniería Informatica,married,0,triplex,several,19,male,turtles,yes,neutered_female,Orejas rojas,17,adopted,animalshelter
AnimalAdoption,Winnie,Alemania,Almería,Jerez de la Frontera,37152,1815,88,1168,559,1960,84,Médico cirujano,Ingeniería mecánica y metalurgia,relationship,15,attic,snake,15,,snake,yes,intact_female,Serpiente marrón oriental,4,unknown,animalshelter
Pages,Charles,Colombia,Cádiz,,58811,3470,1493,645,1332,1329,27,Cerrajero,Trabajo y atención social,single,11,apartment,other,19,male,,,,,0,,
AnimalShelter,Jason,Paraguay,Huelva,Guernica,80829,2918,1471,1267,180,552,62,,Bellas artes,divorced,12,detached house,,3,nobinary,hamster,unknown,castrated_male,Roborowski,3,foster,animalshelter
AnimalShelter,Jennifer,Argentina,Almería,Osuna,16190,3727,823,1350,1554,937,59,Geógrafo,"Finanzas, banca y seguros",separated,6,loft,several,17,male,cat,yes,neutered_female,Siberiano,8,other,animalshelter
AnimalAdoption,Stephen,El Salvador,Pontevedra,Getafe,10159,5210,1555,1667,1988,646,56,Bibliotecólogo,Economía,separated,14,semi-detached house,cat,6,female,snake,unknown,neutered_female,Cascabel,17,foster,animalshelter
AnimalAdoption,Alton,El Salvador,Mallorca,Vizcaya,57367,2497,516,105,1876,1746,84,Lechero,"Finanzas, banca y seguros",relationship,16,triplex,turtles,18,male,hamster,yes,intact_male,Roborowski,10,foster,animalshelter
PublicationAdoption,Erika,Alemania,Girona,Mérida,83182,2885,1544,194,1147,1549,49,Historiador,Ingeniería química,relationship,14,attic,dog,16,nobinary,cat,yes,castrated_male,Maine coon,8,other,animalshelter
AnimalShelter,Michael,Costa Rica,Lugo,Madrid,40816,3360,1845,1123,392,1001,11,Artesano,Derecho,relationship,18,semi-detached house,dog,17,female,bunny,unknown,intact_male,English angora,14,healthy,animalshelter
PublicationAdoption,Joseph,Panama,Granada,Huelva,65986,1554,175,1332,47,955,14,Paleontólogo,Sociología y antropología,relationship,15,attic,bunny,19,other,hamster,unknown,neutered_female,Ruso enano,7,healthy,animalshelter
AnimalShelter,Janet,Costa Rica,Cuenca,Barakaldo,11622,2932,1178,460,1294,686,44,Paramédico,Negocios y comercio,separated,15,triplex,snake,10,male,bunny,yes,neutered_female,Belier,3,foster,animalshelter
AnimalShelter,Bruce,Republica de Irlanda,Huelva,Ferrol,12039,2991,549,916,1526,790,33,Geógrafo,Administración y gestión de empresas,married,8,ground floor,bunny,17,other,snake,no,neutered_female,Culebra,3,vet,animalshelter
Pages,Patrica,Francia,Tarragona,Jumilla,25738,3010,1053,1046,911,520,6,Secretaria,Administración y gestión de empresas,divorced,18,attic,snake,11,nobinary,,,,,0,,
PublicationAdoption,Katherine,Venezuela,Lérida,Vitoria-Gasteiz,99446,1306,317,451,538,1528,79,Archivólogo,"Negocios y administración, programas multidisciplinarios o generales",married,0,flat,hamster,19,female,cat,unknown,unknow,Ragdol,13,adopted,animalshelter
Pages,Kathrin,Cuba,Salamanca,Vic,34175,3088,1522,201,1365,442,86,Médico cirujano,ESO,married,11,bungalows,turtles,2,female,,,,,0,,
Pages,Joseph,Panama,Asturias,Puertollano,72837,1808,21,221,1566,1126,84,Historiador,Economía,married,18,loft,turtles,19,,,,,,0,,
Animal,Paul,Costa Rica,Córdoba,Granollers,62412,2392,12,1895,485,775,61,Matemático,Economía,married,11,semi-detached house,other,8,nobinary,other,,intact_female,Duroc,2,adopted,animalshelter
Animal,Thomas,España,La Rioja,Soria,67798,3288,1178,1970,140,1693,22,Paramédico,Sociología y antropología,married,7,loft,bunny,11,other,dog,yes,neutered_female,Boyero de Entlebuch,18,other,animalshelter
PublicationAdoption,Richard,Uruguay,Segovia,Murcia,20315,3984,700,1443,1841,94,57,Sociólogo,Sociología y antropología,separated,16,flat,other,8,female,cat,,neutered_female,Ragdol,19,other,animalshelter
AnimalAdoption,Chelsea,Chile,Guipuzcoa,Aranjuez,89629,3036,1198,699,1139,39,62,Médico cirujano,Economía,separated,3,duplex,cat,16,male,bunny,no,intact_female,Blanco de Hotot,12,sick,animalshelter
Animal,Harry,Venezuela,Lugo,San Fernando,81614,4080,1247,1853,980,1662,100,Electricista,Ciencias políticas,single,2,triplex,hamster,2,male,bunny,yes,intact_male,Tan,10,adopted,animalshelter
AnimalShelter,Nelson,Venezuela,Gran Canaria,Córdoba,90096,3511,257,1320,1934,867,18,Ingeniero,Sociología y antropología,relationship,2,semi-detached house,,11,other,hamster,,neutered_female,Roborowski,4,other,animalshelter
Pages,David,El Salvador,Valladolid,La Orotava,23802,3242,1861,659,722,1418,66,Farmacólogo,Economía,separated,20,semi-detached house,snake,2,female,,,,,0,,
Pages,Cameron,Reino Unido,Tarragona,Trujillo,91708,1740,827,391,522,2000,2,Secretaria,Criminología,relationship,6,detached house,dog,8,female,,,,,0,,
PublicationAdoption,Mazie,Bolivia,Jaén,Teruel,62905,3754,1848,8,1898,1759,73,Lechero,Economía,divorced,0,studio,hamster,9,female,cat,,neutered_female,Persa,19,adopted,animalshelter
Pages,Jacqueline,Costa Rica,A Coruña,Peñarroya-Pueblonuevo,96920,3585,1095,1110,1380,383,73,Músico,Contabilidad y fiscalización,separated,5,quadplex,snake,12,,,,,,0,,
AnimalAdoption,Angelica,Republica de Irlanda,Teruel,Getafe,96311,2214,367,76,1771,1769,35,Bibliotecólogo,Administración y gestión de empresas,divorced,9,duplex,turtles,11,,cat,yes,intact_female,Bobtail americano,7,sick,animalshelter
Animal,Lea,Guatemala,Tenerife,Villarrobledo,43892,4092,1125,1631,1336,208,9,Enfermero,Contabilidad y fiscalización,single,16,bungalows,several,19,nobinary,dog,yes,intact_female,Sabueso del Tirol,11,healthy,animalshelter
Animal,Lisbeth,Francia,Menorca,Arucas,50986,1755,83,704,968,1345,90,,"Finanzas, banca y seguros",married,6,apartment,snake,5,nobinary,turtles,unknown,unknow,Rusa,4,healthy,animalshelter
AnimalShelter,Billy,Pakistan,Lérida,Ronda,14498,3668,1745,53,1870,893,91,Abogado,ESO,separated,8,apartment,turtles,17,other,turtles,yes,neutered_female,Rusa,15,other,animalshelter
Pages,Ryan,Ecuador,Teruel,Valdepeñas,30195,1850,510,1334,6,652,33,Artesano,Magisterio,relationship,8,studio,hamster,19,male,,,,,0,,
PublicationAdoption,Kristian,Singapur,La Palma,Madrid,95262,3864,392,1671,1801,1926,19,Electricista,ESO,divorced,17,flat,,20,other,other,no,unknow,Pedresa,7,adopted,animalshelter
Pages,Tyrell,Panama,A Coruña,Vilagarcía de Arousa,48814,3704,1853,112,1739,1681,47,Médico cirujano,Ingeniería Informatica,divorced,18,ground floor with garden,,7,other,,,,,0,,
Animal,Susan,Colombia,Jaén,Caravaca,21927,2768,1836,309,623,1306,26,Ingeniero,Bellas artes,,14,loft,hamster,7,male,hamster,no,neutered_female,Ruso enano,16,other,animalshelter
Animal,Brenda,Argentina,Granada,Bujalance,22942,3307,1945,242,1120,1805,77,Electricista,Sociología y antropología,,0,semi-detached house,other,17,other,turtles,,castrated_male,Orejas amarillas,4,other,animalshelter
Pages,Beverly,Nicaragua,Ciudad Real,Ferrol,67408,3822,398,1739,1685,628,9,Politólogo,Psicología,separated,4,loft,other,4,other,,,,,0,,
AnimalShelter,Helen,Peru,Cáceres,Melilla,98988,4051,1501,1034,1516,229,56,Cerrajero,Ciencias políticas,,7,attic,hamster,6,female,other,unknown,unknow,Duroc,17,sick,animalshelter
AnimalShelter,Celeste,Peru,Teruel,Alcalá de Henares,58022,5085,1709,1861,1515,1042,78,Farmacólogo,Bachillerato,married,0,,bunny,2,male,cat,no,intact_male,Manx,1,dead,animalshelter
Pages,Kathy,Singapur,Badajoz,Baza,74897,2331,359,1645,327,1958,45,Historiador,"Finanzas, banca y seguros",divorced,9,duplex,bunny,10,,,,,,0,,
PublicationAdoption,Jacqueline,Panama,Segovia,Manresa,38770,1267,689,204,374,1818,66,Electricista,Administración y gestión de empresas,divorced,6,attic,bunny,12,,hamster,unknown,castrated_male,Ruso enano,8,other,animalshelter
AnimalAdoption,Charlene,El Salvador,Valencia,Trujillo,19909,3003,1688,49,1266,677,93,Médico cirujano,"Negocios y administración, programas multidisciplinarios o generales",divorced,1,studio,hamster,6,other,other,unknown,intact_male,Pedresa,20,sick,animalshelter
AnimalShelter,George,Ecuador,El Hierro,La Orotava,32732,2086,311,850,925,474,49,Contador,Trabajo y atención social,married,3,ground floor,cat,18,female,dog,,intact_male,Bulldog americano,6,unknown,animalshelter
PublicationAdoption,Virgil,Republica de Irlanda,Girona,Cádiz,40131,2792,1953,98,741,1747,19,Psicólogo,ESO,single,14,semi-detached house,turtles,19,male,bunny,,castrated_male,Rex,12,sick,animalshelter
Pages,Jean,Cuba,Girona,Linares,91405,4248,1458,1814,976,443,34,Mecánico,Ingeniería Informatica,married,3,terraced house,several,7,female,,,,,0,,
Animal,Lillie,Chile,Tarragona,L’Hospitalet de Llobregat,88743,3646,1846,724,1076,860,78,Lechero,Ciencias políticas,relationship,2,duplex,,9,male,bunny,unknown,neutered_female,Gigante de Flandes,20,other,animalshelter
AnimalAdoption,James,Costa Rica,Murcia,A Coruña,97360,1950,1427,188,335,615,93,Abogado,Contabilidad y fiscalización,married,14,quadplex,hamster,4,,hamster,,intact_male,Chino,19,adopted,animalshelter
Pages,Nigel,Guinea Ecuatorial,Girona,Priego de Córdoba,29359,1981,141,1343,497,1971,76,Botánico,Ingeniería química,separated,11,triplex,bunny,6,female,,,,,0,,
AnimalShelter,John,Chile,Santa Cruz de Tenerife,Badajoz,39966,3605,1162,784,1659,577,6,Computista,Tecnología y protección del medio ambiente,single,7,terraced house,turtles,9,other,bunny,no,intact_female,Gigante de Flandes,18,foster,animalshelter
PublicationAdoption,Danielle,Pakistan,Menorca,Utrera,37313,3757,1185,1946,626,1578,66,Geógrafo,Bellas artes,relationship,7,terraced house,dog,9,other,turtles,no,neutered_female,Pintada,0,healthy,animalshelter
AnimalShelter,Mark,India,Salamanca,Zamora,86987,3267,643,1661,963,953,83,Filólogo,Derecho,relationship,15,detached house,snake,11,nobinary,snake,,intact_female,Cascabel,13,dead,animalshelter
Pages,Toni,Uruguay,Huelva,Carmona,60030,3643,1084,955,1604,1621,78,Lavandero,Derecho,divorced,15,ground floor,cat,16,,,,,,0,,
Pages,Shannon,Guatemala,Guipuzcoa,Alcántara,77738,4342,1011,1485,1846,1255,14,Psicólogo,Mercadotecnia y publicidad,married,10,flat,bunny,15,other,,,,,0,,
Animal,Donald,Republica de Irlanda,Alava,Palencia,78591,3339,1115,701,1523,995,27,Periodista,Ciencias políticas,married,17,ground floor,,9,other,bunny,,intact_female,Blanco de Hotot,1,foster,animalshelter
AnimalAdoption,Elwood,Guatemala,Cuenca,San Fernando,95772,3226,1002,1545,679,1235,78,Mecánico,Sociología y antropología,relationship,16,ground floor with garden,dog,7,female,other,,unknow,Pedresa,3,foster,animalshelter
AnimalShelter,Helen,India,Barcelona,Villanueva de la Serena,43101,2947,1084,337,1526,284,12,Psicólogo,Bellas artes,married,6,semi-detached house,snake,2,nobinary,other,no,neutered_female,Alvera,0,dead,animalshelter
AnimalAdoption,Timmy,Guinea Ecuatorial,Fuerteventura,Palma,63957,3672,1607,103,1962,624,3,Carpintero,"Finanzas, banca y seguros",single,11,ground floor,several,1,nobinary,bunny,,castrated_male,Cabeza de leon,9,sick,animalshelter
PublicationAdoption,Donna,Chile,Asturias,Zamora,75285,2816,1927,372,517,1481,41,Matemático,"Negocios y administración, programas multidisciplinarios o generales",married,17,semi-detached house,snake,6,other,other,unknown,intact_male,Alvera,19,other,animalshelter
Animal,Arthur,Guinea Ecuatorial,Ciudad Real,Monforte de Lemos,70177,1075,176,440,459,1036,68,Periodista,Negocios y comercio,separated,11,semi-detached house,hamster,18,male,bunny,unknown,intact_male,Belier,19,other,animalshelter
Pages,Elouise,Chile,Murcia,Madrid,81278,3322,1852,1269,201,1644,93,,Bachillerato,separated,5,semi-detached house,,19,,,,,,0,,
AnimalShelter,Josephine,Panama,Vizcaya,Extremadura,27725,3105,1008,1763,334,1832,2,Técnico de sonido,Administración y gestión de empresas,,4,ground floor,cat,17,,cat,no,castrated_male,Bobtail americano,18,other,animalshelter
AnimalShelter,Lance,Singapur,Castellón,Arcos de la Frontera,34591,4962,1313,1833,1816,909,28,Politólogo,Ingeniería mecánica y metalurgia,divorced,5,bungalows,cat,3,female,cat,unknown,intact_female,Bobtail americano,6,healthy,animalshelter
AnimalShelter,Benjamin,Malta,Soria,Ciudad Rodrigo,12359,2685,456,1560,669,678,2,Electricista,"Finanzas, banca y seguros",,13,loft,snake,10,female,snake,unknown,unknow,Mamba,3,other,animalshelter
AnimalAdoption,Ricardo,Argentina,Zaragoza,Teruel,42732,1198,154,737,307,277,83,Mecánico,Criminología,married,3,apartment,several,12,other,hamster,unknown,castrated_male,Sirio,15,sick,animalshelter
AnimalShelter,Anna,Singapur,Burgos,Tineo,54586,993,670,118,205,413,28,Arquitecto,Ingeniería mecánica y metalurgia,separated,18,apartment,several,3,female,dog,,neutered_female,English Springer Spaniel,0,sick,animalshelter
PublicationAdoption,Sherri,El Salvador,Las Palmas de Gran Canaria,Santa Coloma de Gramenet,96790,1963,26,239,1698,811,27,Enfermero,Psicología,married,14,bungalows,cat,20,other,other,unknown,intact_female,Pedresa,1,dead,animalshelter
Pages,Deana,Argentina,Alicante,La Línea,71814,3696,1927,430,1339,983,44,Artesano,"Negocios y administración, programas multidisciplinarios o generales",married,9,loft,other,16,,,,,,0,,
AnimalAdoption,Karissa,Guatemala,Ibiza,Vilalba,45584,1517,778,175,564,1867,95,Profesor,Ciencias políticas,separated,16,ground floor,snake,10,female,turtles,,intact_male,Rusa,17,sick,animalshelter
Animal,Ron,Republica de Irlanda,Vizcaya,Tarragona,62517,2487,160,720,1607,202,18,Cocinero,Tecnologías de la información y comunicación,,18,apartment,dog,5,male,snake,unknown,neutered_female,Cascabel,7,foster,animalshelter
AnimalShelter,Jennifer,Mexico,Guipuzcoa,Montilla,70256,4423,859,1792,1772,518,75,Historiador,Magisterio,divorced,11,,cat,1,,turtles,yes,neutered_female,Rusa,5,sick,animalshelter
AnimalAdoption,Dionne,Argentina,Albacete,Guadalupe,74195,2520,1224,587,709,143,97,Enfermero,Ingeniería mecánica y metalurgia,relationship,12,quadplex,bunny,7,male,bunny,unknown,intact_male,English angora,14,adopted,animalshelter
Pages,Kiara,India,La Rioja,Getafe,33061,4843,1950,1333,1560,349,37,Médico cirujano,Bellas artes,,4,quadplex,cat,4,nobinary,,,,,0,,
PublicationAdoption,Eric,Guinea Ecuatorial,A Coruña,Madrid,73085,2170,996,217,957,920,81,Arquitecto,Trabajo y atención social,,4,apartment,cat,0,male,snake,,unknow,Cascabel,0,adopted,animalshelter
Pages,Lois,Pakistan,La Gomera,Donostia–San Sebastián,86416,2670,308,1291,1071,1354,6,Secretaria,Negocios y comercio,single,7,terraced house,snake,20,other,,,,,0,,
PublicationAdoption,Christine,Reino Unido,Santa Cruz de Tenerife,Balearic Islands,57828,3490,553,1002,1935,857,19,Físico,Mercadotecnia y publicidad,,19,detached house,bunny,7,nobinary,turtles,unknown,intact_female,Orejas amarillas,9,other,animalshelter
PublicationAdoption,Gilbert,Mexico,El Hierro,Villaviciosa,85312,2800,1278,1026,496,1376,94,Técnico de sonido,Ciencias políticas,separated,7,bungalows,turtles,18,male,snake,,castrated_male,Cobra,10,dead,animalshelter
Animal,Rebecca,Republica de Irlanda,La Rioja,Santa Cruz de Tenerife,30510,1661,1207,108,346,664,50,Músico,Bachillerato,single,11,ground floor,cat,1,,dog,unknown,intact_female,Bulldog inglés,8,healthy,animalshelter
AnimalShelter,Leonard,Paraguay,Fuerteventura,Segovia,63627,2630,1107,1233,290,1129,96,Politólogo,Tecnologías de la información y comunicación,,4,flat,cat,12,male,hamster,yes,intact_male,Enano de Campbell,10,healthy,animalshelter
PublicationAdoption,Carlton,Paraguay,Burgos,Osuna,96283,4106,970,1511,1625,430,61,Lechero,Bellas artes,married,15,ground floor,hamster,15,male,snake,unknown,unknow,Serpiente marrón oriental,4,dead,animalshelter
PublicationAdoption,William,India,Granada,Osuna,56908,3519,1613,1016,890,856,95,Artesano,"Negocios y administración, programas multidisciplinarios o generales",relationship,2,terraced house,other,6,nobinary,snake,no,castrated_male,Serpiente Mocasín de Agua,9,healthy,animalshelter
PublicationAdoption,Guy,Malta,Ceuta,Cuenca,97320,3176,1524,692,960,737,10,Físico,"Finanzas, banca y seguros",relationship,16,apartment,several,12,,turtles,yes,castrated_male,Cumberland,14,adopted,animalshelter
AnimalShelter,Colin,Guinea Ecuatorial,Alicante,Guadix,56835,3636,327,1799,1510,302,39,,Trabajo y atención social,married,10,loft,,15,female,other,,unknow,Betizu,11,adopted,animalshelter
AnimalAdoption,Mi,Nicaragua,Avila,A Coruña,14503,2870,1071,1346,453,688,97,Cerrajero,Ciencias políticas,single,11,bungalows,snake,17,female,dog,no,intact_male,Mastín Español,10,sick,animalshelter
PublicationAdoption,Henry,Uruguay,Granada,Avilés,17633,3111,1509,860,742,822,78,Psicólogo,"Negocios y administración, programas multidisciplinarios o generales",married,15,loft,snake,19,nobinary,bunny,unknown,neutered_female,Rex,1,dead,animalshelter
Pages,Vivian,Malta,Lanzarote,Salamanca,95503,4396,967,1578,1851,715,6,Carpintero,"Negocios y administración, programas multidisciplinarios o generales",relationship,8,detached house,hamster,6,male,,,,,0,,
AnimalShelter,Michael,Singapur,Asturias,Badajoz,33290,3036,1774,150,1112,50,23,Físico,"Finanzas, banca y seguros",single,3,ground floor,other,10,male,dog,no,castrated_male,Frisian Pointer,14,sick,animalshelter
PublicationAdoption,Beth,Venezuela,La Gomera,Torrelavega,77881,3453,1721,124,1608,1503,72,Enfermero,Derecho,relationship,17,detached house,snake,4,nobinary,bunny,unknown,neutered_female,Blanco de Hotot,20,unknown,animalshelter
AnimalAdoption,Kathleen,Republica Dominicana,Valencia,Guadix,45466,2510,1352,1134,24,1053,28,Historiador,ESO,single,20,detached house,snake,6,nobinary,turtles,unknown,intact_male,Mapa,18,vet,animalshelter
Pages,Sue,Argentina,Cuenca,Antequera,19508,3670,1646,435,1589,632,50,Biólogo,Sociología y antropología,relationship,17,terraced house,dog,18,male,,,,,0,,
Pages,Lauren,Panama,Girona,Avilés,28310,3907,1602,1075,1230,1078,100,Técnico de sonido,Derecho,relationship,8,attic,several,8,nobinary,,,,,0,,
Pages,Fawn,Mexico,Sevilla,Málaga,65522,2630,1677,494,459,176,70,Lechero,Ciencias políticas,relationship,5,semi-detached house,cat,7,other,,,,,0,,
Animal,Jonathan,Guatemala,Avila,Motril,77931,4211,901,1320,1990,1283,34,Biólogo,"Negocios y administración, programas multidisciplinarios o generales",relationship,0,ground floor with garden,hamster,20,male,turtles,yes,intact_female,Pintada,13,vet,animalshelter
Pages,Norma,Pakistan,Huesca,Aragon,75345,3744,1603,633,1508,282,78,Enfermero,Trabajo y atención social,divorced,15,attic,cat,20,,,,,,0,,
PublicationAdoption,Robert,Bolivia,Fuerteventura,Barcelona,30236,3373,1259,1517,597,1302,35,Psicólogo,Bachillerato,relationship,19,duplex,other,13,male,bunny,unknown,intact_male,Tan,18,foster,animalshelter
